"Student_ID","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","encad.diffic","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin"
11026,"un homme","1988","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Autre","En recherche d'emploi","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","3","3","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5","5. Non, ce n’était pas un critère important","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles",NA,"Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","3","Facile","De 30 minutes à 1 heure","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Satisfaisante","1",NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures"
17611,"une femme","1980","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par une communication de l'EMLYON","J’ai un projet de création d’entreprise (phase de réflexion)","1","2","1","4","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","rencontres “physiques” (en face-à-face)","Oui, autre cas de figure (voisins..)","Regardé des vidéos ensemble,S’encourager mutuellement à poursuivre le MOOC","4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
13298,"une femme","1965","France","Bac ou équivalent","Droit","En recherche d'emploi","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","3","5","5","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Moins de deux heures"
15115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,"une femme","1980","France","Bac+3 (Licence ou équivalent)","Education et formation des enseignants","Employés","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","1","4","4","1","1","Entre une et deux heures","Oui, dont certains intégralement","3","5. Non, ce n’était pas un critère important","Le plaisir d’apprendre","Aucune difficulté rencontrée","Disponibles","rencontres “physiques” (en face-à-face)","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","4",NA,"TH","TH","Employés","Moins de deux heures"
2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17340,"une femme","1970","France","Bac+5 (Master ou équivalent)","Art et design","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","4","2","3","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
13198,"une femme","1980","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","5","4","3","1","2","Moins d'une heure","Oui, mais tous suivis partiellement","3","1. Oui, décisif","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Peu disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","2",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17828,"un homme","1971","France","Bac+5 (Master ou équivalent)","Droit","Artisans, commerçants, chefs d'entreprise","par un article ou un blog sur Internet","J’ai déjà créé plusieurs entreprises","3","3","3","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Entre deux et quatre heures"
14845,"un homme","1988","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","En recherche d'emploi","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","5","4","4","1","2","Entre quatre et six heures","Oui, mais tous suivis partiellement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre quatre et six heures"
8466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17779,"un homme","1972","France","Pré-bac","Autre","Cadres et professions intellectuelles","par un réseau social","J’ai un projet de création d’entreprise (phase de réflexion)","5","1","1","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
16526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18528,"une femme","1992","France","Bac+3 (Licence ou équivalent)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. Oui, décisif","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficultés à à utiliser la plateforme","Très disponibles","je n’ai pas échangé avec les autres participants","Oui des camarades de promotion (dans le cas des étudiants)","Fait les questionnaires/quizz ensemble,Entraide pour la réalisation des devoirs du certificat avancé,S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 1 à 2 heures","Non\, je ne sais pas de quoi il s’agit","Satisfaisante","3",NA,"TH","TH",NA,NA
13076,"un homme","1990","Chine","Bac+3 (Licence ou équivalent)","Ingénierie et technologies","Etudiants","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","3","4","4","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","Le plaisir d’apprendre","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui, des amis","S’encourager mutuellement à poursuivre le MOOC","3","Facile","De 1 à 2 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Satisfaisante","4",NA,"H","H&M","Etudiants","Entre deux et quatre heures"
16108,"un homme","1976","France","Bac+5 (Master ou équivalent)","Communication et sciences de l'information (Journalisme\, etc)","Artisans, commerçants, chefs d'entreprise","par un ami ou une connaissance","J’ai déjà créé plusieurs entreprises","3","4","4","4","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Entre deux et quatre heures"
16173,"un homme","1970","France","Bac+5 (Master ou équivalent)","Communication et sciences de l'information (Journalisme\, etc)","Artisans, commerçants, chefs d'entreprise","par un ami ou une connaissance","J’ai déjà créé plusieurs entreprises","2","1","2","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Entre deux et quatre heures"
12332,"un homme","1988","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Etudiants","par mon milieu universitaire (Professeur, etc)","J’ai un projet de création d’entreprise (phase de réflexion)","4","4","1","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
11906,"une femme","1968","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par une communication de l'EMLYON","J’ai un projet de création d’entreprise (phase de réflexion)","3","3","2","1","4","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre quatre et six heures"
13910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17339,"un homme","1987","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","5","2","4","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3","1. Oui, décisif","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Aucune difficulté rencontrée","Très disponibles","rencontres “physiques” (en face-à-face),discussion et lectures du groupe Facebook","Oui, des amis","Entraide pour la réalisation des devoirs du certificat avancé","5","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","2",NA,"TH","TH","Etudiants","Moins de deux heures"
12422,"une femme","1979","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je suis en train de créer mon entreprise (phase de démarrage),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","3","4","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","3","3. Oui, cela a aidé","La qualité du MOOC en général (supports de cours, échanges,...)","Difficulté à trouver du temps","Disponibles","rencontres “physiques” (en face-à-face),échanges sur la messagerie privée de la plateforme","Oui, autre cas de figure (voisins..)","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","5","Facile","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","5",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
14659,"une femme","1991","France","Bac+3 (Licence ou équivalent)","Autre","Etudiants","autre","Je n'ai aucune expérience en création d'entreprise","3","3","5","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures"
15535,"une femme","1988","France","Bac+5 (Master ou équivalent)","Communication et sciences de l'information (Journalisme\, etc)","En recherche d'emploi","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","4","4","4","3","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Moins de deux heures"
19026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19485,"une femme",NA,"France","Bac+3 (Licence ou équivalent)","Art et design","Artisans, commerçants, chefs d'entreprise","par un article ou un blog sur Internet","Je suis en train de créer mon entreprise (phase de démarrage)","3","3",NA,"1","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Difficile","De 4 à 8 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","4",NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
19442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15436,"un homme","1991","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","1","5","5","3","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5","1. Oui, décisif","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Oui des camarades de promotion (dans le cas des étudiants)","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","5","Facile","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","Etudiants","Moins de deux heures"
19512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12126,"une femme","1985","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Autre","Employés","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","2","5","3","1","2","Entre quatre et six heures","Oui, dont certains intégralement","5","3. Oui, cela a aidé","La satisfaction personnelle d’être allé jusqu’au bout de la formation","Aucune difficulté rencontrée","Disponibles","échanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Facile","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","Employés","Entre quatre et six heures"
17746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16774,"un homme","1989","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Gestion d'entreprise","Etudiants","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","3","4","5","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Aucune difficulté rencontrée","Disponibles","discussion et lectures du groupe Facebook","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Etudiants","Moins de deux heures"
13548,"un homme","1986","Turquie","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un réseau social","Je n'ai aucune expérience en création d'entreprise","4","3","4","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","4. Non, n’était pas le critère principal","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","échanges sur les fils de discussion de la plateforme,échanges sur les documents de prises de notes partagées,échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC","Regardé des vidéos ensemble","4","Moyen","De 1 à 2 heures","Oui\, j’ai soumis un projet en tant que Créateur","Satisfaisante","3",NA,"M","H&M","Cadres et professions intellectuelles","Moins de deux heures"
17235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1138,"une femme","1989","Maroc","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par une communication de Unow","J’ai un projet de création d’entreprise (phase de réflexion)","4","5","5","4","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","H&M","Cadres et professions intellectuelles","Entre deux et quatre heures"
13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14068,"un homme","1981","France","Bac+5 (Master ou équivalent)","Autre","Cadres et professions intellectuelles","par un réseau social","Je n'ai aucune expérience en création d'entreprise","5","5","5","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","1. Oui, décisif","Le plaisir d’apprendre","Aucune difficulté rencontrée","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","3",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
